cod_usuario|cod_rol|nombre|apellidos|dni|password|fecha_nacimiento|telefono|correo|direccion|grado_academico
470|2|Chrisse|Oakhill|52885712|$2a$04$vAGPMl715Isqmqv/ia5df.gC.H5F.dtTkgxnbfeCYMEqXonQ2nCw2|1998-10-25|909261925|coakhilld1@cisco.com|99 Columbus Parkway|BACHILLER
471|3|Mariana|Cayzer|72605538|$2a$04$Ix9WkCKaIaJeRDwoGYTWrea8GDInlsJ/r.zf0yBoh.3W2f6GJHIn.|1984-08-20|999895359|mcayzerd2@deliciousdays.com|10978 Hazelcrest Trail|BACHILLER
472|5|Adamo|Adriano|47276304|$2a$04$n1ZY0epjIf6nTq9ipvynQeL7OduOaNymENYoOiJUq5ejhBjIAoUea|1986-08-17|944380042|aadrianod3@uol.com.br|627 Colorado Road|PROFESOR
473|3|Natale|Haxby|5589717|$2a$04$9S9CC7c5B9SA4Q5HAJzuv.XjUaubDfJ.jJPADF1hAu7QXrJtt0Yr6|2002-10-16|937425421|nhaxbyd4@edublogs.org|1419 Memorial Court|DIRECTOR
474|2|Ware|Saintpierre|98051889|$2a$04$HC4A8w6GmSyK1k6gefOmCOF8ZZbCQ6R.PdvbHml3fObNkbqW51epe|2002-03-22|974832820|wsaintpierred5@indiatimes.com|741 Helena Junction|DIRECTOR
475|4|Averill|Eastes|38331255|$2a$04$ZyZ/ibYIal2m2mVux6eK9ehExbhF3OqUnZusdKs.xWheTO.YMM/Wq|1984-06-15|933711018|aeastesd6@shutterfly.com|13 Pankratz Trail|SECRETARIA
476|5|Kellie|O'Hingerty|84257639|$2a$04$ftGQTV0pG89aFykc57CKNO81N5JVgouPLFEObBOILMA6EoexW4jCe|1998-10-21|954398858|kohingertyd7@bloglovin.com|532 Fieldstone Park|SECRETARIA
477|1|Arabela|Florio|49733700|$2a$04$UAI7HEIEpvbhH1dLJLoy0e5SSHPlTEvBRXJ/8DYOAVLx6//BHEDFe|1988-12-13|951072499|afloriod8@hhs.gov|574 Garrison Road|BACHILLER
478|4|Marcello|Elphey|48333962|$2a$04$DiPNlEM9M/t4.DSCagfOXOm58ovfVNR9P9uC/DI7CDWjwOcDzr6wa|2001-11-02|925393527|melpheyd9@spiegel.de|87475 Trailsway Place|SECRETARIA
479|3|Gwenora|Mattiato|51680248|$2a$04$5RhdJSQmnqTKw3vxQNiSlOm/sORJWtuBac/hBZTNwkBRr6onrk6hW|2003-06-11|940381194|gmattiatoda@privacy.gov.au|31 Becker Trail|SECRETARIA
480|1|Nappy|Ghidetti|17293293|$2a$04$gijlU7DlmwblDu2scNZrj.8LlO8L4aPnRQ2hqsFTJsUnShPJmP4ge|1996-02-21|990114135|nghidettidb@soup.io|3275 Hayes Trail|DIRECTOR
481|2|Jaimie|Blacker|76099409|$2a$04$Tp9eGaoJnK7kdhTABfIIxew2EVi259tB6d4iipt.6kE/916ttEdK2|1993-04-21|979761455|jblackerdc@ihg.com|37 Springs Junction|SECRETARIA
482|3|Ethelred|Branche|70837299|$2a$04$.Mfb.28.2wyHKxCuPLcWOuisCahAQ9qczkS05o6IQzEOgd5DEL1Ki|1995-12-23|954966503|ebranchedd@infoseek.co.jp|0 Becker Center|PROFESOR
483|1|Ive|Hasney|43288243|$2a$04$opVwvhlXeHlPfA7Sn0wuQeDbjBxH6kJu6myjXuIEmdoelaq4jxrQ2|1986-05-28|937247669|ihasneyde@domainmarket.com|55 Russell Center|DIRECTOR
484|3|Dorothee|De Avenell|71117828|$2a$04$EhsHhEPg/HToRx7APoZXNeBGhwKMS0PXMTtvA7cf3v1zZI6lGHTxe|2003-06-21|915335516|ddeavenelldf@adobe.com|5022 Scott Pass|BACHILLER
485|1|Ernestus|Gillean|62216529|$2a$04$FMvSJEbhueY/rY6JEUbase3LTAl.nu4CvRIyZ1W3YZ0fOz1lY3KF.|2002-05-16|939583001|egilleandg@prnewswire.com|54807 Harper Terrace|PROFESOR
486|5|Tim|Linkleter|19013275|$2a$04$lVSoJrDrLVPxhIPHnVBWG.gDZp.IWYpLCn8Cv.v14RugSc5TpOhoK|1991-10-15|900198611|tlinkleterdh@diigo.com|34988 Leroy Street|PROFESOR
487|1|Cristi|Gallaher|54897252|$2a$04$P3dkBG5KAg1HvMZoXYyyA.Lf9EJW7RzKu8UxE2.MGarrw8GMfrbt6|1993-06-09|929671444|cgallaherdi@devhub.com|7064 Hallows Trail|PROFESOR
488|1|Mitchael|Turford|35843252|$2a$04$G03z4E/pvtYBOcHA1Yo3XuWgBatOzqmnlH5BT/JOz/ZHxjj1tDrsq|1998-10-29|903058776|mturforddj@guardian.co.uk|1438 Chinook Hill|PROFESOR
489|2|Brittni|MacPeake|7467470|$2a$04$0qOEHtDQMevk2wLKkOsHUOsAQVi.GQfWiZmBu/MJkwWDwGrIAdnIy|1999-04-30|963984478|bmacpeakedk@nps.gov|374 Lerdahl Crossing|BACHILLER
490|1|Leoline|Hewlings|14928036|$2a$04$p62v3qWrBv37TBYRgMApHuFL8tolXi12GaLG9PCBc1vuwi1Es1foi|2000-06-04|939915006|lhewlingsdl@simplemachines.org|16211 Forest Dale Hill|SECRETARIA
491|4|Corie|Mocker|97707891|$2a$04$./fpoDHW8m78v2m7VOILJ.3JHGlfwpfbvmGjXuBCgMLOQtC3j0ySO|1998-04-07|987809037|cmockerdm@blog.com|87 Loeprich Point|PROFESOR
492|3|Chloette|Limrick|17650744|$2a$04$BuxToKOH3wAAOnXefdM3.ORhmY/zCmtzxZShovmGBUHQM.BoxkN2u|1984-03-19|922120374|climrickdn@gizmodo.com|71237 Boyd Hill|SECRETARIA
493|1|Barbey|Watson|92970056|$2a$04$.0Oa4P7HTzHPla7uqw0d8Ow4wz2203vo5jlmjiqzBYmTjRQEChHIm|1989-10-07|955852173|bwatsondo@cargocollective.com|2 Hermina Way|PROFESOR
494|5|April|O'Lenane|83232805|$2a$04$ns.cT3xIArN5rekOIyi5DeM8hIWuok0HQNfJ1ZSxkuQeurCrWCaLi|2000-05-04|919537257|aolenanedp@europa.eu|567 Milwaukee Alley|SECRETARIA
495|2|Dorella|Chasmoor|88252933|$2a$04$yk1JHivFFk1ZP91CmFiEHOSn8uqzkGkyQUAMbty3Afla//cCvVMNW|1989-01-02|947322875|dchasmoordq@engadget.com|6119 Transport Lane|PROFESOR
496|2|Marlee|Gower|40207970|$2a$04$qHpEo3irOClPoJJTuGzDA.moebA7t1gaSs4e5CfyJvwG3djAZyzZO|1987-05-29|924824476|mgowerdr@bloglovin.com|294 Dexter Parkway|BACHILLER
497|4|Giraud|Juris|1432316|$2a$04$WVReEMsr1N.7PiWs.dXIwepO1DM34NHPace6EbR09/lfSSjyrd2hW|2001-04-22|913851700|gjurisds@mozilla.com|87799 Northland Court|PROFESOR
498|1|Inness|MacDonell|60113833|$2a$04$EGaIWuWWJqQPY8i6mciKROPzxRpaGnHddOSiMa9Ac/.q4HGpL8JC2|2001-03-05|989904457|imacdonelldt@omniture.com|1374 Gerald Avenue|PROFESOR
499|2|Wald|Balsellie|53294359|$2a$04$.3zyICQLKwGk1U.wHbOOYutHgzy6o0YVdL.0CDEJOcP1D.fNw4Zea|2001-09-08|981950177|wbalselliedu@chronoengine.com|343 Debra Circle|DIRECTOR
500|5|Thorin|Clarycott|16494242|$2a$04$CVcqF15BS0mC0cucBffPwOlCds5s1EKd7VjozFuQ7lp3kl0KL55qe|1988-10-20|910592116|tclarycottdv@artisteer.com|6 Hallows Hill|BACHILLER
